topic,term,ground_truth,method,domain,prediction,candidates,exact_match,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy
topic-4240,cognitive linguistics,language cognition,mas_langgraph,Linguistics,Cognitive semantics,"[""Cognitive semantics"", ""Psycholinguistic theory"", ""Conceptual semantics""]",False,0.4324324324324324,0.6813302040100098,False,False
topic-1936,cognitive neuropsychology,neurocognitive psychology,mas_langgraph,Neuropsychology,Neurocognitive psychology,"[""Neurocognitive psychology"", ""Cognitive neuroscience"", ""Psychophysiology""]",True,1.0,1.000000238418579,True,True
topic-6681,cognitive processes,mental processes,mas_langgraph,Psychology,Learning,"[""Perception"", ""Learning"", ""Memory"", ""Attention"", ""Thought""]",False,0.25,0.37565600872039795,False,False
topic-2584,cognitive science,cognitive studies,mas_langgraph,Cognitive psychology,Computational psychology,"[""Computational psychology"", ""Neuropsychology"", ""Brain and behavioral studies""]",False,0.29268292682926833,0.4869440197944641,False,False
topic-8941,coma,unconscious state,mas_langgraph,Neurology,Vegetative state,"[""Vegetative state"", ""Unresponsiveness"", ""Stupor""]",False,0.4242424242424242,0.4440383315086365,False,False
topic-13041,work-family confict,work-life conflict,mas_langgraph,Sociology,Family-career clash,"[""Family-career clash"", ""Professional-family interface challenge"", ""Work-life balance issue"", ""Parental-responsibility strain"", ""Conflict between professional and personal responsibilities""]",False,0.2857142857142857,0.3835580050945282,False,False
topic-2585,combinatorics,combinatorial mathematics,mas_langgraph,Mathematics,Combinatorial analysis,"[""Combinatorial analysis"", ""Algebraic combinatorics"", ""Counting theory"", ""Discrete mathematics""]",False,0.7659574468085107,0.8316577076911926,False,False
topic-1361,communication,information exchange,mas_langgraph,Psychology,Social interaction,"[""Verbal transmission"", ""Social interaction"", ""Conversational dialogue""]",False,0.42105263157894735,0.4443018138408661,False,False
topic-1364,communication skills,interpersonal skills,mas_langgraph,Psychology,Conversational competence,"[""Conversational competence"", ""Social interaction abilities"", ""Interpersonal effectiveness"", ""Emotional intelligence""]",False,0.4,0.603141188621521,False,False
topic-10421,communitarianism,Community-based philosophy,mas_langgraph,Politics/Philosophy,Mutualism,"[""Mutualism"", ""Socialism"", ""Collectivism"", ""Solidarism""]",False,0.3529411764705882,0.401108980178833,False,False
topic-16003,Competence development,Capability development,mas_langgraph,Psychology,Skill acquisition,"[""Skill acquisition"", ""Professional growth"", ""Personal effectiveness"", ""Capacity building""]",False,0.3076923076923077,0.43532875180244446,False,False
topic-2591,competition,rivalry,mas_langgraph,Economics,Monopolistic rivalry,"[""Monopolistic rivalry"", ""Negotiation"", ""Bidding"", ""Supply and demand"", ""Price war""]",False,0.5185185185185186,0.686561107635498,False,False
topic-11944,computational semantics,machine semantics,mas_langgraph,Computer Science,Formal semantics,"[""Formal semantics"", ""Semantic networks"", ""Knowledge representation"", ""Natural language processing"", ""Artificial intelligence"", ""Information theory""]",False,0.7272727272727273,0.8039067983627319,False,False
topic-1368,computer crime,cybercrime,mas_langgraph,Computer Science,Computer felony,"[""Computer felony"", ""Information theft"", ""Cybercrime"", ""System hacking""]",False,0.31999999999999995,0.5006386041641235,True,True
topic-5801,computer linguistics,computational linguistics,mas_langgraph,Computer Science,Computational linguistics,"[""Computational linguistics"", ""Language technology"", ""Natural language processing""]",True,1.0,1.0000001192092896,True,True
topic-2596,computer models,computational models,mas_langgraph,Computer Science,Computational frameworks,"[""Computational frameworks"", ""Algorithmic representations"", ""Simulations"", ""Mathematical simulations"", ""Numerical solutions""]",False,0.7727272727272727,0.6719065308570862,False,False
topic-2598,computer simulation,computational modeling,mas_langgraph,Computer Science,Simulation,"[""Simulation"", ""Computational modeling"", ""Modeling""]",False,0.4375,0.5673332810401917,True,True
topic-1372,computer systems,computing systems,mas_langgraph,Computer Science,Information processing systems,"[""Information processing systems"", ""Digital information systems"", ""Electronic data processing systems"", ""Software infrastructure"", ""Automated data handling systems""]",False,0.5957446808510638,0.7054160237312317,False,False
topic-2110,conflicts,disputes,mas_langgraph,Conflict Resolution,Disagreements,"[""Disagreements"", ""Disputes"", ""Tensions"", ""Rifts"", ""Frictions"", ""Divergences""]",False,0.4761904761904761,0.7721923589706421,True,True
topic-1376,constitutional law,fundamental law,mas_langgraph,Law,Jurisprudence,"[""Jurisprudence"", ""Administrative law"", ""Statutory law""]",False,0.2857142857142857,0.4093652069568634,False,False
topic-1377,constitutional law history,history of constitutional law,mas_langgraph,Law,Historical jurisprudence analysis,"[""Historical jurisprudence analysis"", ""Judicial precedent development"", ""Institutional law scholarship"", ""Statutory interpretation history"", ""Juridical tradition research""]",False,0.3870967741935484,0.676025927066803,False,False
topic-3790,constitutional issues,constitutional challenges,mas_langgraph,Law,Legislative concerns,"[""Legislative concerns"", ""Judicial controversies"", ""Regulatory problems"", ""Legal challenges"", ""Statutory controversies""]",False,0.4,0.5144580602645874,False,False
topic-1378,consumer behaviour,buying behavior,mas_langgraph,Psychology,Consumer action,"[""Consumer action"", ""Buying behaviour"", ""Behavioural choice"", ""Purchase decision-making""]",False,0.33333333333333337,0.5828717947006226,False,False
topic-2617,cooperative information systems,collaborative information systems,mas_langgraph,Information Systems,Mutual support information systems,"[""Mutual support information systems"", ""Collaborative data management systems"", ""Interconnected information networks"", ""Joint knowledge sharing platforms"", ""Shared resource computing environments"", ""Collective intelligence networks""]",False,0.7164179104477613,0.582222580909729,False,False
topic-2626,cooperative game theory,collaborative game theory,mas_langgraph,Economics,Game-theoretic cooperation,"[""Game-theoretic cooperation"", ""Mutualistic game analysis"", ""Reciprocal altruism framework"", ""Collaborative choice modeling""]",False,0.36,0.7051467895507812,False,False
topic-9921,coping,stress management,mas_langgraph,Psychology,Dealing,"[""Dealing"", ""Adjusting"", ""Managing"", ""Compensating"", ""Adapting""]",False,0.33333333333333337,0.2828010320663452,False,False
topic-1383,corporate governance,corporate management,mas_langgraph,Business and Finance,Shareholder stewardship,"[""Shareholder stewardship"", ""Board of directors oversight"", ""Financial oversight committee"", ""Management structure"", ""Organizational accountability""]",False,0.2790697674418605,0.5579984188079834,False,False
topic-1384,criminology,criminal science,mas_langgraph,Sociology,Social Science of Crime,"[""Social Science of Crime"", ""Forensic Sociology"", ""Criminal Justice Field"", ""Justice Studies""]",False,0.6153846153846154,0.7179660797119141,False,False
topic-1934,cross-cultural research,intercultural research,mas_langgraph,Anthropology,Comparative cultural studies,"[""Comparative cultural studies"", ""Intercultural exploration"", ""Cultural comparison"", ""Ethnographic inquiry""]",False,0.52,0.5905216336250305,False,False
topic-1386,cross-cultural psychology,intercultural psychology,mas_langgraph,Psychology,Cultural psychology,"[""Cultural psychology"", ""Intercultural psychology"", ""Multicultural psychology""]",False,0.8837209302325582,0.8242008686065674,True,True
topic-8882,cultural heritage,cultural legacy,mas_langgraph,Anthropology,Heritage,"[""Heritage"", ""Tradition"", ""Legacy"", ""Inheritance"", ""Patrimony""]",False,0.26086956521739135,0.6339731216430664,False,False
topic-15542,Economics of art and culture,cultural economics,mas_langgraph,Cultural Studies,Cultural economy,"[""Cultural economy"", ""Arts management"", ""Heritage economics"", ""Creative industries study""]",False,0.8823529411764706,0.876235842704773,False,False
topic-2631,cultural diversity,cultural variety,mas_langgraph,Anthropology,Multiculturalism,"[""Multiculturalism"", ""Ethnic variation"", ""Cultural pluralism"", ""Cultural syncretism"", ""Societal heterogeneity""]",False,0.5625,0.6038772463798523,False,False
topic-3466,culture,cultural practices,mas_langgraph,Anthropology,Society,"[""Society"", ""Heritage"", ""Community"", ""Norms"", ""Values""]",False,0.24,0.3916243314743042,False,False
topic-1390,culture and internationalisation,global culture,mas_langgraph,Education/International Studies,Globalisation,"[""Globalisation"", ""Cultural diversity"", ""Multiculturalism""]",False,0.5185185185185186,0.7221485376358032,False,False
topic-1389,culture in brabant,Brabant heritage,mas_langgraph,Anthropology,Heritage,"[""Heritage"", ""Society"", ""Norms"", ""Tradition"", ""Community""]",False,0.6666666666666667,0.6294393539428711,False,False
topic-1950,cultural and country differences,cross-cultural differences,mas_langgraph,Anthropology,Cultural disparities,"[""Cultural disparities"", ""Regional differences"", ""Geographical variations"", ""Global variations""]",False,0.6222222222222222,0.6164003610610962,False,False
topic-8881,cultural and social history,social and cultural history,mas_langgraph,History,Social studies,"[""Social studies"", ""Cultural anthropology"", ""Historical context"", ""Ethnographic analysis"", ""Sociological inquiry"", ""Humanities research""]",False,0.5365853658536586,0.6893264651298523,False,False
topic-1561,Art education,arts instruction,mas_langgraph,Education,Art instruction,"[""Art instruction"", ""Aesthetic education"", ""Fine arts teaching""]",False,0.967741935483871,0.9191128015518188,False,False
topic-1388,philosophy of culture,cultural philosophy,mas_langgraph,Philosophy,Aesthetics of Culture,"[""Aesthetics of Culture"", ""Anthropology of Culture"", ""Social Philosophy"", ""Cultural Studies"", ""Critical Theory""]",False,0.30000000000000004,0.6491211652755737,False,False
topic-1392,cultural psychology,cross-cultural psychology,mas_langgraph,Psychology,Social psychology,"[""Social psychology"", ""Humanistic psychology"", ""Interpersonal psychology""]",False,0.7317073170731707,0.555563747882843,False,False
topic-1393,cultural sociology,sociology of culture,mas_langgraph,Sociology,Cultural anthropology,"[""Cultural anthropology"", ""Social theory"", ""Institutional analysis""]",False,0.29268292682926833,0.7035602331161499,False,False
topic-1928,cultureral differences,cultural diversity,mas_langgraph,Anthropology,Cross-cultural comparisons,"[""Cross-cultural comparisons"", ""Cultural relativism"", ""Sociocultural nuances"", ""Ethnographic variations"", ""Social diversity""]",False,0.5116279069767442,0.6112121343612671,False,False
topic-2636,data mining,data analysis,mas_langgraph,Computer Science,Machine Learning,"[""Machine Learning"", ""Knowledge Discovery"", ""Data Analysis"", ""Predictive Analytics""]",False,0.3448275862068966,0.5544885993003845,True,True
topic-2637,data warehouse,data repository,mas_langgraph,Information Systems Management,Business Intelligence Repository,"[""Business Intelligence Repository"", ""Corporate Data Reservoir"", ""Enterprise Information Store"", ""Repository of Organized Data""]",False,0.5106382978723405,0.6669219136238098,False,False
topic-1395,databases,data repositories,mas_langgraph,Information Systems,Catalog,"[""Catalog"", ""Collection"", ""Repository"", ""Archive""]",False,0.33333333333333337,0.37875285744667053,False,False
topic-1397,decentralization,devolution,mas_langgraph,Information Systems Management,Decentralized governance,"[""Decentralized governance"", ""Distributed management"", ""Self-managed systems"", ""Autonomous operation"", ""Dispersed control""]",False,0.3529411764705882,0.37835150957107544,False,False
